,price,sqft_living,grade,lat,long,price_sqft,price_sqft_transformed,min_dist_park,closest_distance_to_top_school,closest_distance_to_scientology
23,252700.0,-1.2838364149068977,7,47.3533,-122.166,236.16822429906543,-0.017013130315413662,0.2803034775552194,0.9889172196791393,0.9798322378768521
24,329000.0,0.700710850021912,8,47.3739,-122.17200000000001,134.28571428571428,-1.529681460469829,1.6249055486901367,0.9137023571970185,0.8554355924684255
25,233000.0,-0.19442151365869756,6,47.3048,-122.21799999999999,136.25730994152048,-1.4790160942086716,1.2161775937162753,1.4330631878735849,1.3846536538851653
26,937000.0,0.700710850021912,8,47.6386,-122.36,382.44897959183675,1.2656114273809198,0.5849533451904743,-2.0616502414715194,-2.346136023939789
27,667000.0,-0.670557440622858,8,47.6221,-122.314,476.42857142857144,1.8506535436144427,-0.7775425968069938,-1.2221451101400356,-2.7613160960955945
28,438000.0,-0.47240654071462673,7,47.695,-122.304,288.1578947368421,0.519644713325037,-0.549434797851895,-0.5885396339459531,-0.6059265498016005
29,719000.0,0.8266977298382983,8,47.7073,-122.11,279.76653696498056,0.4336211860614657,1.1593717226213582,-0.30185478817024713,0.2614998046864715
30,580500.0,0.5525368703489748,8,47.5391,-122.07,250.2155172413793,0.13627273223948455,1.5307592335020819,0.2430128986553736,0.37135975031705576
31,280000.0,-1.057485014382846,7,47.7274,-122.35700000000001,235.2941176470588,-0.025693987809131756,1.566588957603649,-0.0968680843671761,-0.40880511937045705
32,687500.0,0.5642667997585257,7,47.6823,-122.368,295.06437768240346,0.5867464093437068,-1.4727502619789998,-1.5136459287675739,-1.0541574682217307
33,535000.0,-1.2475054798420082,8,47.6889,-122.375,490.8256880733945,1.9014111922536794,0.8593068657799305,-0.010695722245846377,-0.8766722691254472
34,322500.0,0.24972140621486769,7,47.4276,-122.15700000000001,156.55339805825244,-1.0380519974381406,-0.8134648738143163,0.9309454889887203,0.6031013186426755
35,696000.0,0.5307448590321737,8,47.6827,-122.31,302.60869565217394,0.6543652262585528,1.6172334924564287,-1.4950197143019583,-0.8425728403361448
36,550000.0,-0.2652838681602035,5,47.6621,-122.132,331.32530120481925,0.8887086264277658,-1.791505175584807,-0.5643036823549133,0.03185895821717649
37,640000.0,0.5969353414048746,8,47.6702,-122.36200000000001,271.1864406779661,0.34534606160050796,-0.9497147328137132,-2.1181663290533668,-1.3568181041246021
38,240000.0,-0.9958576405013482,7,47.3341,-122.28200000000001,196.72131147540983,-0.45043361837007423,-0.44965794842129747,1.7752776884666952,0.9723173347808708
39,605000.0,0.879040384840073,8,47.5301,-122.18,230.91603053435114,-0.0729075099346194,0.742210458405024,0.24188292606627781,-0.05327739364768529
40,625000.0,0.8266977298382983,9,47.6145,-122.027,243.19066147859922,0.05353122486862661,-0.9537208748123301,-0.7679342870163365,0.4620389179891522
41,775000.0,2.3995237147028767,8,47.445,-122.34700000000001,183.64928909952607,-0.6093627991227529,1.741375207731029,1.1127629626060163,0.24505902543905508
42,861990.0,1.834589291273268,9,47.6848,-122.016,239.77468706536857,0.018424610486203603,-1.6507131023006978,0.09371682737485378,0.6132244561719813
43,685000.0,-0.39520352327432046,7,47.6413,-122.36399999999999,436.30573248407643,1.620213705805757,-0.3860867540159322,-1.3609106503590893,-2.1704002020794455
44,309000.0,-0.8771956463823601,6,47.4485,-122.175,241.40625,0.035245978660295996,0.9139068864902754,0.8756887533177281,0.4201370252139374
45,488000.0,1.411293269734521,8,47.7443,-121.977,154.43037974683546,-1.080145435347164,0.5721133983794648,0.8779749736216903,0.7360204144466262
46,210490.0,-1.4903351443303179,6,47.3066,-122.37100000000001,212.6161616161616,-0.2690058094660412,0.7955832427137087,1.6303593243780106,1.2316749612847722
47,785000.0,0.5192253494916858,9,47.6194,-122.15100000000001,342.7947598253275,0.9789881288861816,1.0279669078322473,-2.4055660557958394,-0.17120528309224528
48,450000.0,-0.9358520864464077,7,47.6796,-122.301,360.0,1.1109023694975733,-0.3067488824002577,-2.5137210620722703,-0.8806279203162358
50,228000.0,-1.057485014382846,7,47.4258,-122.322,191.5966386554622,-0.5085693913060025,1.3970527116929294,1.2358801891404938,0.36869382790868493
51,345000.0,1.401176963756683,8,47.4934,-122.189,109.52380952380952,-2.1772789197443814,1.0884053542388223,0.6763791399606048,0.13174367720444408
52,600000.0,-0.6518243142461582,7,47.6808,-122.384,425.531914893617,1.5630982136487124,1.0936582801028667,-1.4281118668705755,-1.0456796197228246
53,585000.0,0.1523905895074676,7,47.6989,-122.369,295.45454545454544,0.5894485190642776,0.03790211590568354,-0.2696247355893544,-0.6769808112468622
54,920000.0,0.9937998476648138,8,47.6571,-122.281,336.996336996337,0.9342230042120289,0.1966251790779584,-1.371657313532317,-1.2549236121269787
55,885000.0,1.0955556636289017,9,47.6597,-122.29,312.7208480565371,0.7363753147035279,0.40570320894119977,-0.38870880927942786,-1.2836567174334945
56,292500.0,0.47802468927861064,7,47.3663,-122.11399999999999,130.0,-1.628998682255298,-0.7785926652496754,0.5476510473186651,1.014512637419133
57,301000.0,0.6642872083307605,8,47.3663,-122.12200000000001,124.3801652892562,-1.7743298457010286,0.9539664248236059,0.5908938291882659,0.9895938123769077
58,951000.0,1.5057470057123419,8,47.588,-122.116,292.61538461538464,0.5672471837620537,0.9758815895262858,-1.262647869202447,0.07802803780696414
59,430000.0,-0.0025091400448743603,8,47.5059,-122.149,232.43243243243242,-0.05551797124245761,0.799466392968875,-0.13121373474739584,0.1898524555640549
60,650000.0,0.3615106865148254,8,47.4336,-122.339,302.3255813953488,0.651999290466138,1.0823509130728888,1.1499510232351953,0.31928289986876895
61,289000.0,-0.9146786412719053,7,47.4366,-122.335,229.36507936507937,-0.08892842154457882,0.9989855756280323,1.1806773680367129,0.29771313961767387
62,505000.0,0.7711118443754699,8,47.4428,-122.344,200.47637951568083,-0.4076235375869793,0.016257889538430898,1.1281360946327026,0.2584009897044897
63,549000.0,-0.4403831045648589,8,47.6765,-122.32,356.4935064935065,1.0809422797499182,0.7646051637311801,-1.1872646214202813,-1.0393830724577942
64,425000.0,-0.2652838681602035,7,47.6113,-122.29700000000001,256.0240963855422,0.19173021006225147,-0.9115425592354747,-1.597117323417693,-2.054922068168225
65,317625.0,1.0315087602176443,7,47.5747,-122.304,114.66606498194946,-2.0225307793108698,0.029773414388296882,-0.655064032359644,-1.4352733623618201
66,975000.0,0.9835733673308725,10,47.5815,-122.19200000000001,358.45588235294116,1.0983888358139255,0.1362127345947758,0.3655288435661868,-0.3754446802064871
67,287000.0,0.46540473826743767,7,47.3378,-122.257,128.125,-1.6744677723512629,-1.206137409410566,1.4562755983758282,0.9614645912645596
68,204000.0,-1.4678604169994043,7,47.3621,-122.11,204.0,-0.36766372158907223,-0.03216710614445578,0.6018532702162525,1.0544456062836198
70,1040000.0,2.812901931397584,11,47.6525,-122.16,218.02935010482182,-0.2117489833576462,-0.40779148525998726,0.03663080174867677,-0.1728855641175827
71,325000.0,-0.9146786412719053,7,47.7362,-122.179,257.93650793650795,0.2123903437746015,-1.386531791214649,-0.47246880022698995,-0.1342916646746183
72,571000.0,1.0124743363652702,7,47.7168,-122.287,207.63636363636363,-0.3244587833969722,0.771429140624668,-0.32853142746140634,-0.32225019731578963
73,360000.0,0.6180588649234722,8,47.3608,-122.036,151.26050420168067,-1.1407229741999507,0.6266545021811689,0.1515122893270279,1.4265417658321928
74,349000.0,-0.08667363855178388,7,47.3511,-122.073,194.97206703910615,-0.47106390074081267,0.9733723926158646,0.6090333581716975,1.3117121385961004
75,832500.0,1.679302556120626,10,47.5822,-121.98700000000001,242.71137026239066,0.04907395296708683,-0.5504971958810428,-0.06266375987385814,0.6853358411225532
76,380000.0,-0.12958231367213702,7,47.6034,-122.125,215.9090909090909,-0.23440339764635776,-0.5543511198621799,-0.8161817849951983,0.008607655785995708
77,480000.0,-1.3557611526861928,7,47.5636,-122.39399999999999,461.53846153846155,1.7600136158272002,-0.5135622075946126,-0.34682266498657344,-0.987324275850597
78,410000.0,-0.6518243142461582,7,47.7073,-122.34,290.78014184397165,0.5469302324214798,-0.5657541207198825,-0.3062981290015745,-0.5336457509605721
79,720000.0,1.6949226766682983,10,47.342,-122.025,208.69565217391303,-0.3109310936261558,-3.1503521070027993,-0.10832588408839182,1.6972194663287203
80,390000.0,0.5864732127554014,8,47.3512,-122.008,165.95744680851064,-0.8767355299962185,0.37782201424224293,0.2987101815073285,1.6949243847556221
81,360000.0,0.05774223145986299,7,47.349,-122.031,189.47368421052633,-0.5368504275026286,1.5234810781882546,-2.2232704563303067,1.5845784326968795
82,355000.0,0.20209834734161103,7,47.5474,-122.291,175.74257425742573,-0.7202479228469143,0.7257461933454351,-0.4125011362690013,-0.7700244401375839
83,356000.0,-0.23550884598922833,8,47.4811,-122.149,211.9047619047619,-0.2771857535180357,-2.5168629825499327,0.43141545033738005,0.30918604862792826
84,315000.0,-1.5584816308643836,6,47.7264,-122.31,328.125,0.8637610603320178,-2.142415696297511,-0.4433274388077089,-0.44944098051303877
85,940000.0,0.3494830060346985,9,47.6337,-122.365,439.25233644859816,1.6384839417988615,-0.008050544193626955,-0.32086672344254136,-2.7540880565781922
86,305000.0,0.9223302184168565,7,47.2909,-122.189,114.66165413533835,-2.0226747687042566,0.8349537640738489,1.4249556640423595,1.6543864476264063
87,461000.0,1.0315087602176443,9,47.5228,-122.199,166.4259927797834,-0.8720839992381456,0.5818420060461555,0.4855612096662375,-0.09679525438738644
88,215000.0,-0.33750567379756014,7,47.518,-122.194,133.54037267080744,-1.5457073406402706,1.8256963432395334,0.5553908061047408,-0.03640652270834588
89,335000.0,-1.3781137589543457,7,47.5394,-122.387,325.24271844660194,0.8392733299547189,,-1.7268625211410886,-0.5520860494798352
90,243500.0,0.1523905895074676,7,47.2897,-122.37200000000001,122.97979797979798,-1.8085324494297295,0.873850369616354,1.9260451797115345,1.5057449554122995
92,153000.0,-1.0379371869749336,7,47.321999999999996,-122.351,127.5,-1.6924386272001661,1.0189193264486816,1.5134141775099703,1.0602017703224118
93,430000.0,-0.38032564176363115,8,47.687,-122.38600000000001,272.1518987341772,0.3561131562401437,-0.9466821044005345,-1.0358066649296296,-0.8870421322842171
94,700000.0,-0.38032564176363115,8,47.687,-122.38600000000001,443.0379746835443,1.6566714687103268,-0.13302642164692213,-1.0358066649296296,-0.8870421322842171
95,905000.0,1.5542696066845807,7,47.5873,-122.249,274.24242424242425,0.37669899958881986,1.5887266179109736,0.4745720765861825,-1.0610911734644446
96,247500.0,0.12958231367213702,7,47.3576,-122.277,126.27551020408163,-1.7211148746738916,1.6805083285176665,1.5393896433745928,0.8425305602881342
97,199000.0,-1.1117020775386441,7,47.3036,-122.37799999999999,171.55172413793105,-0.7903388650442522,-0.7212630121835244,1.6414007988889503,1.281563794009178
98,314000.0,-0.05774223145986299,7,47.4109,-121.958,173.48066298342542,-0.7578563040865691,0.7596047326060544,0.7821176214278276,1.4408723625231146
99,437500.0,0.5525368703489748,9,47.4838,-121.714,188.57758620689654,-0.5489585682665665,-1.374053855304761,0.26431570189428094,2.2650128595557475
100,850830.0,0.26138737267788775,9,47.6415,-122.315,411.0289855072464,1.473338864928776,-1.3612890062392167,-1.128710307819079,-1.7928478802926864
101,555000.0,0.1523905895074676,7,47.6775,-122.37200000000001,280.3030303030303,0.43864272150581995,1.6826339076708414,-1.4183907685986232,-1.1691427865930875
102,699950.0,0.40744159301214816,8,47.7731,-122.08,319.61187214611874,0.7950880682496643,0.5589734453308819,1.0067595185341074,0.2013699143958301
103,1090000.0,1.1768904376238725,8,47.5814,-122.196,373.28767123287673,1.2019810998331422,-0.5049934634699704,0.41098727272882646,-0.40891205231461275
104,290000.0,-1.0166723797729535,7,47.4375,-122.184,239.6694214876033,0.01730755442184642,-0.46256907977810474,1.0084350668113582,0.458649534839495
105,375000.0,0.5745945104459379,8,47.4431,-122.133,160.25641025641025,-0.9737888035333374,-0.13143597746942884,0.6357391374850366,0.5714280645606268
106,460000.0,-0.24972140621486752,7,47.6878,-122.38,275.4491017964072,0.38970150551244787,1.318883691677177,-0.3307997371015856,-0.890521381718376
107,188500.0,-0.9594395929302966,8,47.3813,-122.322,152.01612903225808,-1.1262277866285775,-0.028613879336983828,1.3146660834226656,0.6999282921956532
108,680000.0,1.387907659560497,10,47.7304,-122.08200000000001,216.56050955414014,-0.22661862547576936,-0.7463436753770643,0.6209851729413275,0.3064487462718292
109,470000.0,0.21363611883116285,7,47.6417,-122.109,231.5270935960591,-0.06597898585760163,-0.18281570308255818,-0.46211227683545975,0.10653649858250695
110,597750.0,0.5423352337895949,8,47.5386,-122.053,258.76623376623377,0.22035536582553825,1.3916263097889605,-1.5798815203311198,0.4466383129946014
111,570000.0,-0.9146786412719053,6,47.6823,-122.34899999999999,452.3809523809524,1.7106240737799938,1.3015379818172508,0.014473649951546484,-1.0450128124255031
112,272500.0,-0.4403831045648589,7,47.3624,-122.031,176.94805194805195,-0.7033325464916479,-1.694365992276573,0.08480856238001566,1.4411269681630976
113,329950.0,0.27308902265274115,7,47.5474,-122.295,158.62980769230768,-1.0048869327269003,-1.4034052184896404,-0.9434799964138552,-0.7862251027000869
114,480000.0,1.4865370019712367,9,47.3183,-122.25299999999999,148.60681114551085,-1.198844119261328,0.42802120758579826,1.5753114127118026,1.1244916176553403
115,740500.0,2.5148444065213953,8,47.6981,-122.368,169.06392694063928,-0.8282354386375671,1.8670131506250311,-0.15386479702705033,-0.6912332121989062
116,518500.0,-0.3655314769729695,8,47.6824,-122.34700000000001,326.1006289308176,0.8456990833437553,-1.7468412567369058,-0.07270623534307048,-1.03962928493525
117,205425.0,-1.7619480328408437,6,47.5009,-122.24799999999999,233.4375,-0.04419665221437694,1.3373994903467756,-0.1755561380131358,-0.10176528678417171
118,171800.0,-0.39520352327432046,6,47.4965,-122.303,109.4267515923567,-2.1801513791735494,0.0444917026636773,0.5588140027242869,-0.16536536205615138
119,535000.0,-0.33750567379756014,7,47.586999999999996,-122.294,332.29813664596276,0.8961793185355825,-0.15279633839200354,-0.7432476672333999,-1.5767281952752914
120,660000.0,0.6410017876338546,8,47.7728,-122.38600000000001,275.0,0.384374765774373,-0.9092826622128695,0.12433925036292105,-0.9137974799512173
121,391500.0,-0.583495835720468,7,47.7288,-122.226,270.0,0.33087257172641926,1.0377580640957165,-0.049063777925929884,-0.2798209028775758
122,395000.0,-2.1079532317500678,6,47.6999,-122.36399999999999,512.987012987013,2.0010412932182446,1.404615655783676,0.05480212459607888,-0.6620994053425481
123,445000.0,0.3005420014373436,7,47.5299,-122.266,211.9047619047619,-0.2771857535180357,0.4306175082466727,-1.488417641259593,-0.4109664413453987
124,770000.0,1.1669186011353172,9,47.6897,-122.098,264.6048109965636,0.27505490971964336,0.9589836669557231,-0.1931431668132398,0.2527582521379191
126,445000.0,0.3005420014373436,8,47.5091,-122.244,211.9047619047619,-0.2771857535180357,-0.3021396389923195,0.10261901204482458,-0.1615872333686228
127,260000.0,0.3722459868401697,8,47.3129,-122.39,120.37037037037037,-1.8705150385841582,-0.46719596103442196,1.4386180565407285,1.1699572402308935
128,822500.0,0.5525368703489748,7,47.6763,-122.352,354.5258620689655,1.0671610098071849,1.938450081827022,-0.15489013328239765,-1.2089488328187055
129,430000.0,0.26138737267788775,7,47.5319,-121.85,207.72946859903382,-0.32329241865949015,-0.6315101021218065,0.24722476489043935,1.5794662861755482
130,212000.0,-1.3100166880582473,7,47.2761,-122.152,200.0,-0.4129002748790691,-0.7584639371435279,1.378574386246863,1.8658377923735225
131,660500.0,0.19058741753346198,8,47.5343,-122.054,328.60696517412936,0.8686737483114543,0.33922213910398397,-0.46071564825012606,0.45234241745167575
132,784000.0,2.1566745536267717,9,47.696999999999996,-122.072,198.48101265822785,-0.42994407282967867,0.019242204491219262,0.41808546236653493,0.3798799551950971
133,453246.0,0.19058741753346198,8,47.5517,-121.99799999999999,225.4955223880597,-0.13208683578345506,1.9970602501946622,-1.7045984975040074,0.6769865705369006
134,675000.0,0.3494830060346985,9,47.6734,-122.38,315.42056074766356,0.758895157076708,1.486981112919329,-0.41344763285504715,-1.2516519439976241
135,199000.0,-0.8039576712814882,7,47.3257,-122.296,150.75757575757575,-1.1504149200573917,0.049145783064703914,1.9665295361839006,1.0335652514932903
136,220000.0,0.20209834734161103,7,47.3309,-122.29899999999999,108.91089108910892,-2.1957284600094695,-1.8179058294236063,1.8677572323169602,0.9880851889565863
137,452000.0,0.8462785026808521,8,47.7689,-122.266,174.51737451737452,-0.7400471476855733,1.0958138651526061,0.402304079538899,-1.0709534845349038
138,382500.0,-1.057485014382846,6,47.7135,-122.287,321.42857142857144,0.8102835284457812,-0.008724451171260094,-1.0278430956641793,-0.3292802510193005
139,519950.0,-1.0909945623603086,8,47.6722,-122.381,444.4017094017094,1.6638120820398088,-0.7355417385682433,-0.4353086281526248,-1.27749632277003
140,665000.0,-1.2127505015980073,7,47.6338,-122.35799999999999,599.0990990990991,2.4001011448716256,1.5092200755461123,-0.45270613806904036,-2.7568998844507333
141,527700.0,1.0864560455350232,8,47.5707,-122.12799999999999,187.12765957446808,-0.5665616704365452,-1.723191552819462,-0.18290823046343654,0.04580156871316725
142,205000.0,-0.33750567379756014,7,47.4563,-122.171,127.32919254658385,-1.6965703612481942,0.5116521347177908,0.7806526418079355,0.38059978964901164
143,420000.0,-1.3100166880582473,7,47.7144,-122.351,396.22641509433964,1.3716572255726536,1.1217127460370135,-0.5969387254378989,-0.4420593041072492
144,500000.0,0.21363611883116285,8,47.5495,-122.17399999999999,246.30541871921181,0.08851066561739901,1.3424576425999457,-1.4611552637859722,-0.13717516249574918
145,921500.0,1.8952592947862104,9,47.7421,-122.02600000000001,251.0899182561308,0.14231557992720395,1.9333762886697103,0.52270490177548,0.5081358087445548
146,890000.0,0.8056920745819013,8,47.6354,-122.353,349.01960784313724,1.0282677726580538,-0.3984876750841093,-0.7477108401855432,-2.493360819931557
147,430000.0,0.6642872083307605,7,47.5262,-121.943,177.68595041322314,-0.6916816542296533,0.7950733920078622,0.6162854158436125,0.9124185009988122
148,258000.0,0.4878930103874749,8,47.3887,-122.286,114.15929203539822,-2.038454195568848,-1.540539583005635,1.3969659918849604,0.6549249386896759
149,511000.0,-0.6195781807120453,7,47.6873,-122.336,357.34265734265733,1.0902905827491196,-1.1723596104970584,-1.0934036334387407,-0.8789143302022128
150,532170.0,-0.7347981032164006,8,47.6838,-122.353,391.3014705882353,1.334040263908312,0.9249862087443963,-0.22609479189647702,-1.0167834598493006
151,560000.0,-1.2127505015980073,7,47.655,-122.359,504.5045045045045,1.9639292156746087,0.0686025659943983,-0.7413825231260754,-1.6474150197675497
152,282950.0,-0.9358520864464077,7,47.3255,-122.304,226.36,-0.1211804995256781,-0.9667636908658391,1.8865054616441201,1.03246718106002
154,350000.0,-2.4320166996367525,7,47.678999999999995,-122.3,500.0,1.9427030124793654,-1.2551793916816392,-2.31202748137824,-0.8922567554497466
155,215000.0,-1.072972882447744,7,47.4479,-122.176,182.20338983050848,-0.6302258001399279,-0.3364803094470646,0.8910926534652734,0.4214111771430933
156,650000.0,2.163138476363921,9,47.525,-122.17200000000001,164.14141414141415,-0.909138581403958,-1.3606039889478296,-0.009480903101697106,0.01951105429367721
157,320000.0,0.9014156427236061,8,47.3135,-122.369,121.21212121212122,-1.8530937818954623,-0.6163579227852601,1.5214348682127563,1.145711768646816
158,247000.0,-0.8957798188835894,7,47.2086,-121.99600000000001,194.48818897637796,-0.4772850665464177,-0.970057837691716,1.9254524132669273,2.436999319064492
159,320000.0,-0.12958231367213702,8,47.4715,-122.118,181.8181818181818,-0.6349388042805754,0.7058950577067975,-0.6033149270108699,0.4528405232239178
160,255000.0,0.24972140621486769,7,47.4877,-122.335,123.7864077669903,-1.79058222018967,-0.1595039465946812,0.6777032807160194,-0.08763037395671097
161,438000.0,-0.10179559909470504,7,47.7171,-122.193,246.06741573033707,0.08547994148080598,-0.4174257856236058,-0.6249750309550705,-0.05981047598977054
162,900000.0,1.6492369585066664,10,47.6012,-122.023,264.70588235294116,0.27618083854634634,0.7862454215585615,-0.788106931763137,0.4854107965279064
163,441000.0,0.07031374338320635,7,47.7319,-122.22399999999999,230.89005235602093,-0.07314759057797791,-0.17671345385152926,0.20271422343004575,-0.2966691883024861
164,420000.0,0.20209834734161103,7,47.4582,-122.023,207.92079207920793,-0.3214779856206327,0.9493563185394212,0.6481785162870127,0.837855486541922
165,370000.0,-0.38032564176363115,7,47.7209,-122.16799999999999,234.1772151898734,-0.03684968475808379,1.110864288615315,-0.04950378166502972,0.02388945205283974
166,269950.0,-0.7697613987560095,5,47.408,-122.32700000000001,201.455223880597,-0.39505157405072766,0.565709708059925,1.2396187513804358,0.4938391296293898
167,807100.0,0.9416998217386928,9,47.565,-122.125,301.15671641791045,0.6425488472744705,-0.24895987246698711,-0.5237725403442389,0.07994097665958155
168,653000.0,0.9416998217386928,8,47.7028,-122.23100000000001,243.65671641791045,0.0585160123766924,0.9486759366224058,0.36836386402755017,-0.26661589470906355
169,371500.0,-0.7184619962535121,7,47.7458,-122.331,271.1678832116788,0.345196150846788,0.35346968637737125,-0.2911456761251235,-0.7480225888777619
170,284000.0,-0.4101694062052078,7,47.4776,-122.337,182.05128205128204,-0.6322449184788905,0.9420616303988185,0.8082537861846839,0.013585231139374232
171,272000.0,0.3722459868401697,7,47.3026,-122.374,125.92592592592592,-1.7307385585533732,-0.22496738624567056,1.6926820062236474,1.2944135490739355
172,313000.0,-0.7697613987560095,7,47.7658,-122.339,233.5820895522388,-0.042738198639872,1.182561600591514,-0.9495890646489967,-1.1990218265185488
173,917500.0,2.096520582427628,10,47.6477,-122.182,236.46907216494844,-0.013396403867987001,-0.12744192712304098,0.12844943270227618,-0.31948312983968097
174,673000.0,0.8462785026808521,8,47.5619,-122.125,259.8455598455598,0.2295234436946917,-0.15564886235440942,-1.0750587677986854,0.0873027076621815
175,425000.0,-1.1946284406765848,8,47.6106,-122.31,379.4642857142857,1.2431699003483636,-0.31761669529152164,-0.3808332087519665,-2.6397034238269463
176,399950.0,0.14097728394034753,7,47.5868,-122.30799999999999,203.0203045685279,-0.3782498606358158,-0.47700412175527696,-0.46633061482362875,-1.6989345744758206
177,385000.0,-0.9958576405013482,6,47.6101,-122.307,315.57377049180326,0.7599152081316459,-0.4066627606518167,-0.8419851847429689,-2.4442197201851013
178,269950.0,0.11567779147481824,7,47.1976,-121.999,138.43589743589743,-1.421428882918185,1.0609971927169526,2.1611139300749285,2.6355364244843487
179,330000.0,-0.7513327030392748,7,47.7224,-122.35799999999999,244.44444444444446,0.06831009925879675,0.016142449787647725,-0.5441314339475329,-0.34662637699348525
180,260000.0,-0.24972140621486752,7,47.3505,-122.179,155.688622754491,-1.0534709628089944,1.7073880814841134,1.0753792336215664,0.9756539770804873
181,470000.0,0.6180588649234722,7,47.5384,-122.376,197.47899159663865,-0.44215726521246557,-0.07811664550149004,-0.922035021242939,-0.5773544397423527
182,589000.0,0.6895289039903834,7,47.7044,-122.2,241.39344262295083,0.03515248647491543,-2.3206698120591516,-0.19804423274788688,-0.12389354587091395
183,163500.0,-1.3340661379646257,7,47.3848,-122.039,155.71428571428572,-1.0528435549931472,-0.8200319947881066,-0.08186096273401768,1.1313897194137796
184,835000.0,1.3781137589543457,9,47.6993,-122.102,266.77316293929715,0.2974361682732305,0.03245344771980321,-2.0073302678031295,0.2644720445791425
186,269000.0,-0.5177902745223674,8,47.3099,-122.37899999999999,180.53691275167785,-0.6521877599049207,0.32276014814919973,1.5205903814654382,1.199067388856774
187,560000.0,0.05774223145986299,8,47.62,-122.04299999999999,294.7368421052632,0.5846401766231781,0.3825044923019433,-0.09863533625281143,0.38950801453683553
188,615000.0,-0.7867445291708417,6,47.65,-122.34,462.406015037594,1.7668845323407651,-1.424345505433344,-0.39178937147814996,-1.705593047575975
189,585188.0,0.4528584793924642,8,47.6647,-122.15299999999999,262.41614349775784,0.25413044646925204,0.13703162337419417,-0.32856347168637645,-0.08574734348851
190,305000.0,-0.28221614706250814,7,47.726000000000006,-122.191,184.84848484848484,-0.5959247650264544,-0.634029900037188,-0.13866830757542867,-0.11971733259774485
191,166950.0,-1.057485014382846,6,47.4616,-122.184,140.2941176470588,-1.3812305338981306,-0.9120375661409802,0.8513560390812636,0.3185065190915368
192,799000.0,0.3494830060346985,8,47.5505,-122.219,373.3644859813084,1.2024206893144216,-1.2431127351238338,-2.455732481425704,-0.37221404144243425
