,price,sqft_living,grade,lat,long,min_dist_park,closest_distance_to_top_school,closest_distance_to_great_coffee,closest_distance_to_scientology
65,317625.0,2770,7,47.5747,-122.304,2.4605625735974734,0.6026386536703094,9.921789166644578,4.823599301311039
67,287000.0,2240,7,47.3378,-122.257,3.6249184886697203,13.172521310234927,11.700515746498402,31.282955240833253
68,204000.0,1000,7,47.3621,-122.11,6.034723160458797,3.1924178395150524,11.982235150944792,32.5339195610273
71,325000.0,1260,7,47.7362,-122.179,0.889276484635421,0.693454197024756,12.947086635359648,13.6699413051716
72,571000.0,2750,7,47.7168,-122.287,0.8778163874767023,0.7887362392034402,12.985171188604298,11.462720331844336
73,360000.0,2380,8,47.3608,-122.036,2.141205511245843,1.2831436497540232,16.411688492477996,35.76787430576486
74,349000.0,1790,7,47.3511,-122.073,0.1115940300089574,3.241751660664557,14.837471352342645,35.035247124397245
75,832500.0,3430,10,47.5822,-121.98700000000001,4.275960869382042,1.005298642663238,6.150953255049174,25.797107034946684
76,380000.0,1760,7,47.6034,-122.125,1.5096917882896104,0.5324184168244308,5.210458734979845,15.241827878607749
77,480000.0,1040,7,47.5636,-122.39399999999999,0.26208277333208546,0.7723390700377243,16.533699219496587,6.988300095438211
78,410000.0,1410,7,47.7073,-122.34,0.4169247747736662,0.8062184270562041,14.846426032140915,9.572989726951224
79,720000.0,3450,10,47.342,-122.025,3.534113226622258,0.9660383090086546,18.281870768172322,37.93416512235448
80,390000.0,2350,8,47.3512,-122.008,2.2646641352786534,1.662750671519729,18.765447056021987,37.91518019413423
81,360000.0,1900,7,47.349,-122.031,6.702286595034796,0.13431332140895222,17.45811102814148,37.04011104465865
82,355000.0,2020,7,47.5474,-122.291,,0.7347429927029454,9.652719921592807,8.008147756671503
83,356000.0,1680,8,47.4811,-122.149,7.134127412880008,2.1827835531896262,4.585789506384033,20.038038895859188
84,315000.0,960,6,47.7264,-122.31,1.0964248005577792,0.7116485134940287,14.856127198961074,10.204660364938881
86,305000.0,2660,7,47.2909,-122.189,1.5494033416001542,12.899637631101896,16.74277403665657,37.52082177162367
87,461000.0,2770,9,47.5228,-122.199,3.1548339368205176,2.461459673235996,4.830353347318408,14.081894211552758
88,215000.0,1610,7,47.518,-122.194,2.9325154840746595,2.8806643096138846,4.393047991092554,14.728297577760076
89,335000.0,1030,7,47.5394,-122.387,5.393457032398221,0.2348714697743474,14.844569525891044,9.43049523545831
90,243500.0,1980,7,47.2897,-122.37200000000001,1.2170613801823427,15.933197118658011,20.257515178888145,36.332273210881525
93,430000.0,1580,8,47.687,-122.38600000000001,6.315150372417242,0.44824625957647785,16.46302802181162,7.425029279350447
94,700000.0,1580,8,47.687,-122.38600000000001,4.696309811479084,0.44824625957647785,16.46302802181162,7.425029279350447
95,905000.0,3300,7,47.5873,-122.249,1.1112197758337374,2.3940917484867477,5.726085508904365,6.6513611345073524
96,247500.0,1960,7,47.3576,-122.277,2.344057509147677,13.806899641063511,10.11715873715955,28.879469270831592
97,199000.0,1160,7,47.3036,-122.37799999999999,2.990115159437963,14.341190147864548,19.27710601512202,34.839642434400616
98,314000.0,1810,7,47.4109,-121.958,3.9475113317713513,4.666594645204728,15.392857956513264,35.85803858761845
99,437500.0,2320,9,47.4838,-121.714,1.50521392546756,1.5636621311870604,5.752182447699883,48.30762846754411
100,850830.0,2070,9,47.6415,-122.315,1.846715814554375,0.4100579454588774,9.667151021543349,3.0874459176114595
101,555000.0,1980,7,47.6775,-122.37200000000001,2.258106997808234,0.3157482225337717,15.058258961393982,6.184012781940756
102,699950.0,2190,8,47.7731,-122.08,6.078742123809768,6.618703535035097,18.910018576163313,18.284229994570406
104,290000.0,1210,7,47.4375,-122.184,0.7238056528726434,6.634555707150152,2.721789750504458,22.49532761207943
105,375000.0,2340,8,47.4431,-122.133,5.14592609008043,3.455031640025278,6.551986939715826,24.063345257938682
106,460000.0,1670,7,47.6878,-122.38,10.910158011015032,0.7874768677500431,16.104904870251477,7.41198984459915
107,188500.0,1240,8,47.3813,-122.322,0.6824516780761412,11.050680637722465,10.075567916722385,25.99634197785279
108,680000.0,3140,10,47.7304,-122.08200000000001,5.960670753106923,3.3476627783107586,14.699778642017902,19.984753573996947
109,470000.0,2030,7,47.6417,-122.109,3.7000999458913606,0.7002807277239083,6.53175407832166,16.64573217769676
110,597750.0,2310,8,47.5386,-122.053,1.34777751268311,0.27376693466854224,0.988197553927011,22.282600938251605
111,570000.0,1260,6,47.6823,-122.34899999999999,1.6114542493234938,1.0894740896074329,13.778172073713842,6.7233660243921225
112,272500.0,1540,7,47.3624,-122.031,4.049390397969794,1.1834240317473719,16.637313553190435,35.85945955002274
113,329950.0,2080,7,47.5474,-122.295,3.91127998051584,0.4737143538669954,9.844807533636496,7.910378133981413
114,480000.0,3230,9,47.3183,-122.25299999999999,4.504494302447607,14.014392470684113,13.758665396959348,33.47108493087102
115,740500.0,4380,8,47.6981,-122.368,3.2811212961201277,0.9225612513489841,15.910331834524442,8.435903820211152
116,518500.0,1590,8,47.6824,-122.34700000000001,2.7331051885178317,0.9943482630488195,13.654518490298024,6.756045253822988
117,205425.0,880,6,47.5009,-122.24799999999999,0.7261822487461642,0.9069978944907946,3.681419201631064,14.028495724967325
119,535000.0,1610,7,47.586999999999996,-122.294,5.900583583056255,0.5601386314341463,8.617582601790536,4.009276071763555
120,660000.0,2400,8,47.7728,-122.38600000000001,1.1861803287833657,1.235599864996629,22.44669105092115,7.291174127268553
121,391500.0,1450,7,47.7288,-122.226,1.485639274393572,1.0232385537056137,12.394652541195306,11.969269297451993
122,395000.0,770,6,47.6999,-122.36399999999999,4.229022047353648,1.1408124130791477,15.77185814069448,8.622731267082479
123,445000.0,2100,7,47.5299,-122.266,3.2353713486165447,0.3005235564434392,6.962871688244054,10.536132851402979
124,770000.0,2910,9,47.6897,-122.098,5.95884063699785,0.8988222247473637,10.370669615590288,19.094535449036474
126,445000.0,2100,8,47.5091,-122.244,3.712363251525532,1.2058979962405663,4.122539360222778,13.347285902136385
127,260000.0,2160,8,47.3129,-122.39,0.627595299707056,13.023718953070949,19.06827775197027,33.92478337873187
128,822500.0,2320,7,47.6763,-122.352,6.484828510066306,0.9217018740081274,13.655026666670082,6.033590825286198
129,430000.0,2070,7,47.5319,-121.85,3.532296678118333,1.516350357193106,1.516350357193106,37.000701105647686
130,212000.0,1060,7,47.2761,-122.152,5.147671639305381,12.333627192375827,18.930979225296188,39.93646734185783
131,660500.0,2010,8,47.5343,-122.054,0.7050703489444746,0.7013441370661574,1.227294223455659,22.40141335276631
132,784000.0,3950,9,47.696999999999996,-122.072,2.2733713718168786,2.121845635765168,12.304957083897467,21.20037381384106
133,453246.0,2010,8,47.5517,-121.99799999999999,3.4561719012363725,0.24137663684066815,3.4102870553451714,25.7038365406177
134,675000.0,2140,9,47.6734,-122.38,4.289983820027646,0.7338875295409603,15.422211488825951,5.848624397867936
135,199000.0,1320,7,47.3257,-122.296,4.458995104792148,16.2008880602977,13.938269847983937,32.26284715237808
136,220000.0,2020,7,47.3309,-122.29899999999999,1.789050666740579,15.656747540104604,13.510897069181384,31.670127250669253
137,452000.0,2590,8,47.7689,-122.266,1.4135664300814192,2.048712619836491,17.506772936742482,6.600310487479516
138,382500.0,1190,6,47.7135,-122.287,0.8540882814700268,0.4492704413043599,12.682796412658147,11.360054929311142
139,519950.0,1170,8,47.6722,-122.381,1.2542914633618578,0.7169219500092668,15.44087460281147,5.738370935171586
140,665000.0,1110,7,47.6338,-122.35799999999999,2.8228044559013132,0.7055077623672781,12.683178085803291,1.289857392278797
141,527700.0,2820,8,47.5707,-122.12799999999999,3.7757835686156485,0.9036177011910614,7.187886238445198,15.758256187153552
142,205000.0,1610,7,47.4563,-122.171,1.526592337173756,4.652001725068344,3.9419406006868756,21.20876116527469
143,420000.0,1060,7,47.7144,-122.351,1.9986928680805365,0.6271702881312695,15.985400475979256,10.259643793625234
144,500000.0,2030,8,47.5495,-122.17399999999999,1.1525825176798556,0.3053092768145502,7.930569090814431,13.63213174638569
146,890000.0,2550,8,47.6354,-122.353,1.017926582764789,0.5587069388997306,12.334564664631392,1.5675491156115553
147,430000.0,2420,7,47.5262,-121.943,1.32545312092424,3.3016174787245065,7.442183380901324,30.49664390391677
148,258000.0,2260,8,47.3887,-122.286,1.52355870726201,12.529512290166817,7.56318806824306,25.363179768119103
149,511000.0,1430,7,47.6873,-122.336,6.026363824475238,0.4240060874211529,13.251096847691166,7.458066977346584
150,532170.0,1360,8,47.6838,-122.353,3.0795376615854564,0.8659341414393207,14.120880107970985,6.855970235709223
151,560000.0,1110,7,47.655,-122.359,2.4416117351772573,0.560998423783793,13.246969740625538,3.6303396264604575
152,282950.0,1250,7,47.3255,-122.304,6.007346355809471,15.761319927202788,14.216083928380815,32.246392411471426
154,350000.0,700,7,47.678999999999995,-122.3,2.4732085452716936,0.11119508023395037,10.5326219421571,7.403922353387288
155,215000.0,1180,7,47.4479,-122.176,7.431806013885616,5.519259746915654,3.4235267261706412,21.794472386884056
156,650000.0,3960,9,47.525,-122.17200000000001,2.83003861605628,1.058726291779626,5.760732211326245,15.37916009093587
157,320000.0,2640,8,47.3135,-122.369,6.2289771093087145,13.682447546404903,17.992600912944514,33.67624030484968
158,247000.0,1270,7,47.2086,-121.99600000000001,4.839592144149513,15.930813282889238,30.775246924044563,51.62598846259127
159,320000.0,1760,8,47.4715,-122.118,6.266590920445711,0.6240171000672128,6.97874288004672,22.411849458067298
160,255000.0,2060,7,47.4877,-122.335,2.8954534538752417,3.7641955659272153,9.432116864314475,14.172749457720064
161,438000.0,1780,7,47.7171,-122.193,7.514841985929428,0.6149857307122383,10.799378981976512,14.48639284122608
162,900000.0,3400,10,47.6012,-122.023,3.0445534450762612,0.5415439089289027,6.923616138004802,22.885524533870864
163,441000.0,1910,7,47.7319,-122.22399999999999,3.0891791322954187,1.3972573011637843,12.700453482091612,11.770890560990832
164,420000.0,2020,7,47.4582,-122.023,2.6569202310549453,3.5391621439083525,9.184976409091469,28.757984114502072
165,370000.0,1580,7,47.7209,-122.16799999999999,2.2699763715537173,1.022873954851337,11.33987253528136,15.43435486198003
166,269950.0,1340,5,47.408,-122.32700000000001,3.164504054146323,9.572157870055152,8.801078997464487,23.02409452183507
167,807100.0,2680,9,47.565,-122.125,2.9779637147595674,0.6707136519688498,6.958408998007118,16.179823349592418
168,653000.0,2680,8,47.7028,-122.23100000000001,3.3838009729159655,1.9140182891921946,9.705469982024143,12.145181270210315
169,371500.0,1370,7,47.7458,-122.331,2.548109033768232,0.8190874613907313,17.523915821677058,8.123141289546407
170,284000.0,1560,7,47.4776,-122.337,0.33601700463218076,4.884581044648893,9.548113921972046,15.301219322315037
171,272000.0,2160,7,47.3026,-122.374,3.6569352491718905,14.573044095749053,19.181173682515627,34.918847401541306
172,313000.0,1340,7,47.7658,-122.339,6.9555871069654485,0.4729617892865149,19.67750862279339,6.07621261335442
174,673000.0,2590,8,47.5619,-122.125,1.9443247737421834,0.4305714504613122,6.828192390383803,16.30204631412096
175,425000.0,1120,8,47.6106,-122.31,0.9580688316431252,0.7526064540003131,9.055386710699095,1.408037050261892
176,399950.0,1970,7,47.5868,-122.30799999999999,4.010450445249174,0.6975456393316317,9.586300043055422,3.4683889671334978
177,385000.0,1220,6,47.6101,-122.307,0.19315112155907035,0.5248707252033943,8.838850150498322,1.6383231653275314
178,269950.0,1950,7,47.1976,-121.999,1.6068700590340776,17.106762758605452,31.686427149033932,52.594823183323385
179,330000.0,1350,7,47.7224,-122.35799999999999,1.1692058392649032,0.6552491175842686,16.967293467297917,11.106773319530976
180,260000.0,1670,7,47.3505,-122.179,1.769936206031576,7.394984359687725,10.419493395222242,31.46535910954195
181,470000.0,2380,7,47.5384,-122.376,6.96322337137411,0.4842627031098028,14.057851217513509,9.265764979445887
182,589000.0,2440,7,47.7044,-122.2,2.1869892835036744,0.894071795667178,9.414697890532898,13.783463718095764
184,835000.0,3130,9,47.6993,-122.102,2.4998625190768036,0.16870194580104253,11.008610268035435,19.31819252747759
186,269000.0,1490,8,47.3099,-122.37899999999999,5.681192599541798,13.678350884198338,18.778399237934803,34.15175919694122
187,560000.0,1900,8,47.62,-122.04299999999999,4.901683624195263,0.9743557294780776,8.898452056580089,21.337463830604857
188,615000.0,1330,6,47.65,-122.34,5.440180550340724,0.7490742273415995,11.723933884398768,3.4514997612825837
189,585188.0,2230,8,47.6647,-122.15299999999999,2.072462519830729,0.7887184416143708,5.691129087207191,14.196840213777797
190,305000.0,1650,7,47.726000000000006,-122.191,1.35270025336929,0.9352793975943053,11.786916320527261,13.832910040120156
192,799000.0,2140,8,47.5505,-122.219,0.9889809161176575,0.09340045903982036,7.868337593679052,10.856231129876065
193,400000.0,2180,7,47.7606,-122.336,3.8380254496429553,0.4534296870332075,19.07471180722235,6.57580081188039
194,230000.0,1060,7,47.7481,-122.3,1.7511441828119476,0.21127065244372767,16.452963342286132,7.868571005323873
195,256883.0,1690,8,47.2779,-122.34700000000001,1.2026375002007148,17.948274854487956,20.405912637942098,37.518964695422355
196,423000.0,1970,7,47.5511,-122.31200000000001,7.23942674556008,0.19362550888646263,11.008318298980551,7.207398192555193
197,465000.0,2150,8,47.5488,-122.37200000000001,1.588987506998826,0.6150610902063225,14.37180854533121,8.086076754344408
198,440000.0,1910,7,47.5385,-121.911,3.658841929492185,2.2167054853643644,6.153950463172775,32.387472026443135
199,385000.0,1350,7,47.4058,-121.994,3.9789009082020015,2.0115678856302446,15.317671908835836,34.19278299310495
200,210000.0,860,6,47.5093,-122.184,1.4301453236810469,2.923378391094879,3.7987308984465282,15.948692309446333
201,297000.0,1940,8,47.3777,-122.165,2.8246664749410395,5.081271064180116,8.069699770114255,29.08248105377181
202,470000.0,1010,7,47.675,-122.39399999999999,0.744214476523184,0.6315134564852259,16.46015605324416,6.351268267966782
203,226500.0,1300,7,47.3025,-122.37,2.026209000079106,14.719308898814127,19.00951349448716,34.90114857925957
204,274250.0,910,6,47.4787,-122.15799999999999,2.1315581625170994,2.727411001098708,3.9105687152350312,19.79649725620978
205,840000.0,2480,9,47.5378,-122.219,1.9512028045518406,0.8612074687396042,6.462527241189293,11.838218910320915
206,677900.0,2440,8,47.7073,-122.11399999999999,1.3218802049560534,0.8651528819624744,11.252783373710987,19.001258445035546
207,425000.0,1010,7,47.5733,-122.381,6.466479452010204,0.7487739117940687,15.23426087366784,5.6593503263935645
208,180250.0,900,6,47.4604,-122.339,0.9943178791882582,6.779243901052547,9.231076859720122,17.218785200311704
209,464000.0,2300,7,47.7067,-122.34299999999999,1.7089252890753728,0.7780953797146142,14.974140201337912,9.472582939278166
210,320000.0,1550,8,47.354,-122.04700000000001,0.5083008803240388,1.3557130669029485,16.15578693202865,35.87744550234242
211,625504.0,1270,8,47.6647,-122.28399999999999,1.9319219856588576,0.6023818499545373,8.619713270359316,6.41312811238682
212,592500.0,2240,9,47.6143,-122.01700000000001,1.8826218907997057,0.6725185695497725,8.440012505785775,23.280614343267057
213,465000.0,2714,9,47.3185,-122.275,5.866314145820576,15.394712250335905,14.130648989034494,33.212030537013135
214,477000.0,1720,8,47.5458,-122.26799999999999,2.150484036978294,0.49055001648762875,8.515168450408936,8.904066865492139
215,280000.0,850,6,47.4889,-122.29899999999999,3.437817054815208,3.179430402074184,6.7606891083565195,14.191393745500916
217,445838.0,2250,8,47.5133,-122.37899999999999,2.302046793064371,1.005911431073691,13.225400540676569,11.954858944263849
219,467000.0,1320,8,47.7145,-122.367,3.6987718869343746,0.7243394381516385,16.914229488605915,10.253073700553502
220,686000.0,2760,10,47.5836,-122.02600000000001,4.036129854288663,0.5002543077340685,4.960606990266691,22.88146279143762
221,279950.0,1750,7,47.398,-122.29899999999999,4.1513918588753045,11.71489963021639,7.559074091540305,24.23128375933684
222,527000.0,2330,8,47.7663,-122.215,1.1616907215791303,4.8104227444490695,16.375096149546874,9.458497807724015
223,325000.0,2220,8,47.3758,-122.21700000000001,3.748739008670889,8.949288537814216,7.14229311557102,27.871481489272785
224,328000.0,2020,7,47.3828,-122.023,3.8120990080371158,1.441112022301952,16.13091609331987,34.504162682164
225,390000.0,1250,7,47.5123,-122.37299999999999,1.955485307756065,0.8853479934575241,12.761660377272872,11.92378427466857
226,479950.0,1510,8,47.7076,-122.01299999999999,0.6677843531829651,2.3342158786140335,16.449277547224856,25.70839509830755
227,264950.0,1720,7,47.2922,-122.37100000000001,4.148079350788152,15.712763829508123,19.98568327438194,36.04857729860599
228,235000.0,1430,7,47.4075,-122.214,3.701997789376025,8.798329701484187,3.6419213991098704,24.605697139536748
229,516500.0,1480,7,47.6794,-122.03399999999999,2.968093376631389,1.2161071334248557,13.423099284464557,23.12688007492671
230,655000.0,1450,7,47.4497,-122.375,3.7606905859492876,6.051043210373806,11.705978326753995,18.72869696997472
231,500000.0,2280,7,47.5218,-122.164,1.7400655841175054,0.9599913069014665,5.791754441018992,16.067096840294504
232,315000.0,2940,8,47.3103,-122.339,0.5281900610906679,15.226374892920791,16.97909759160635,33.89868539665436
233,213000.0,1000,6,47.5687,-121.899,4.556685063147593,0.16286251406926475,6.733163185322821,32.550280752319644
234,475000.0,2480,7,47.5575,-122.303,1.858415184632208,0.5942920520214189,10.959683781260216,6.660582281787297
236,416000.0,2220,7,47.3459,-121.95,5.206516083988607,4.622347566116551,20.04157051406176,41.242043107779836
237,410000.0,1970,7,47.6136,-122.303,2.4697312948503205,0.45914692546088653,8.499761446806934,1.84962005423454
238,800000.0,3830,10,47.7641,-122.023,6.026316802440926,5.0657874019340206,20.321896024852784,22.65608907923761
239,472000.0,4410,9,47.3376,-122.324,2.091165201886503,13.740904052891139,13.818345712974404,30.853360148590312
240,225000.0,1430,7,47.3173,-122.319,1.3393088027557263,15.593823483548238,15.547186907520288,33.11572831053664
241,210000.0,830,6,47.5308,-122.376,3.1463647943985245,0.4591719929864089,13.688838091507527,10.048771549992518
242,455000.0,1430,7,47.6727,-122.29899999999999,1.7789155267628045,0.7377434369171496,10.050592028347848,6.757459257912635
243,225000.0,1300,6,47.3221,-122.21600000000001,2.1435528356488738,11.54808272616421,13.113358829780589,33.638084142488495
244,480000.0,1030,7,47.6779,-122.353,6.195389687723689,1.0229133115836013,13.803555264216843,6.202712124482946
245,363000.0,2740,9,47.3076,-122.395,3.217056063375533,13.422930952966158,19.758606786245625,34.56170126018244
247,181000.0,720,6,47.5218,-122.35700000000001,7.379631633164622,0.9965085047030058,11.981094559088678,10.602348841279282
248,250000.0,2010,7,47.2785,-122.213,0.5662073727083455,15.041000760333418,17.96574426049981,38.40287159474185
249,481000.0,1560,6,47.6846,-122.345,1.7243363929831113,0.7075464755333744,13.652604702507707,7.021843830702717
250,260000.0,1810,7,47.3656,-122.27799999999999,3.3813796893634174,13.674717441843134,9.353911634195779,27.987751523412566
251,455000.0,3360,9,47.4369,-122.111,0.2711503698246851,3.681325080027446,8.20516943124637,25.630176742285737
252,415000.0,1510,8,47.4616,-121.711,3.927661937014753,0.9370586737652818,6.72497334946557,49.33023465394431
253,349500.0,1400,7,47.5405,-122.27,0.9674641455011241,0.7527031029944008,8.097206592243445,9.348297498676937
254,245000.0,1730,7,47.3507,-122.178,1.3255856766720893,7.321230315371593,10.4208408290733,31.471321994527557
255,592500.0,1420,7,47.6979,-122.32,2.475513604994174,0.23350966849136653,13.031780060531798,8.9417579748754
256,385000.0,2360,7,47.5278,-122.345,0.9772505325674155,0.44807604947413215,11.449256492381954,9.790494671293079
257,315000.0,1580,7,47.4756,-122.147,1.4108391103824032,2.087310031251118,4.7599175612339755,20.59568342974123
258,255000.0,1230,7,47.4437,-121.772,0.8885604774832598,4.039180752977833,5.323164680614054,45.85889540048314
259,693000.0,2460,8,47.7048,-122.109,3.8620423426770745,0.5389567628643966,11.21202753996051,19.171718850854372
260,780000.0,1660,8,47.6362,-122.302,4.52401157841308,0.44832563003098186,8.584278081418248,3.0332505574293473
261,237000.0,1270,7,47.4207,-122.29,6.810694152047465,9.101634933553964,5.68607400619876,21.79535695344767
262,525000.0,2100,10,47.6154,-122.04700000000001,1.613061069964812,1.373043957652138,8.40053514245048,21.03153579798498
263,425000.0,770,5,47.5964,-122.29899999999999,1.8443875284837117,0.40726425810787176,8.582475820689831,2.9826561349457483
264,369900.0,760,5,47.4683,-122.43799999999999,2.343460617068218,4.353315223480439,16.690291613394155,18.080979517963897
265,290000.0,1700,7,47.4045,-122.171,5.2118233814008725,5.582038306011668,5.401111974717206,26.20090217688291
266,285000.0,1120,7,47.5544,-122.35799999999999,2.169027349786565,0.511763907016171,13.855402522753142,7.1205101301026605
267,415000.0,1070,7,47.6802,-122.29,1.1549859333254102,0.748972647668588,10.045887587909668,7.771080541378469
268,272500.0,2070,8,47.2988,-122.37100000000001,1.3393010243351644,15.052101778004287,19.386274244394862,35.317749191704266
271,436000.0,1040,7,47.7107,-122.352,1.505251964776499,0.6036062303095169,15.776143320824898,9.843950123411418
272,210000.0,1700,7,47.3271,-122.323,7.449648976705822,14.59930806140844,14.755913239577186,32.02158577616574
